id,username,song_title,total_stream_time,country,last_stream_date,last_device_used
3584,bystilus721,Super Shy,10058,India,2024-12-09,Mobile
3585,MmarianaAlpha,Cookie,41690,Romania,2024-12-11,Mobile
3586,Furtrap,Cookie,21661,Algeria,2024-12-11,Desktop
3587,ZahaCzai,Ditto,31163,Poland,2024-06-02,Desktop
3588,Mr_Holodos,New Jeans,22133,India,2024-12-27,Tablet
3589,Fuzzyness,OMG,14793,France,2024-08-28,Tablet
3590,AdrianaChechik_,Ditto,22117,Netherlands,2024-06-01,Tablet
3591,MrOGx,Super Shy,39288,South Korea,2024-07-01,Mobile
3592,sadaplays,Attention,19598,Czech Republic,2024-12-16,Desktop
3593,kittinaa,OMG,26018,Mexico,2024-04-25,Tablet
3594,TheOnlyRyann,ASAP,28663,Norway,2024-07-02,Smart TV
3595,UpSushi,Hype Boy,19893,India,2024-08-15,Smart TV
3596,ZeldaSpeedRuns,OMG,41993,Netherlands,2024-05-25,Tablet
3597,DeejayKnight,Attention,17282,Kuwait,2024-01-17,Tablet
3598,BelliX_,ASAP,26750,Turkey,2024-09-02,Desktop
3599,Throne_YT,Ditto,18147,Qatar,2024-02-09,Tablet
3600,vataris,Super Shy,22197,Sri Lanka,2024-12-24,Tablet
3601,valavuori,OMG,29180,Sweden,2024-11-13,Desktop
3602,KikoRivera,ASAP,32332,Russia,2024-03-22,Mobile
3603,itsFilipee,Hype Boy,35820,Germany,2024-12-12,Desktop
3604,dimitrioui,Super Shy,34718,Colombia,2024-07-25,Tablet
3605,Kate,Cool With You,32962,Netherlands,2024-05-18,Smart TV
3606,OnceInLuv,ETA,38991,Austria,2024-09-12,Smart TV
3607,Nurok,Ditto,22627,Hungary,2024-02-09,Tablet
3608,rajobos,Ditto,26094,South Korea,2024-07-01,Desktop
3609,H4nsMeis3r,New Jeans,29414,Chile,2024-03-18,Smart TV
3610,themajorityreport,ETA,10005,Belgium,2024-09-02,Smart TV
3611,HULLA_SZILVA,Super Shy,26748,Argentina,2024-08-18,Smart TV
3612,Unorthodogg,Cool With You,36812,Egypt,2024-12-05,Desktop
3613,DINIK,OMG,22479,Hungary,2024-08-26,Tablet
3614,NYChrisG,Cookie,20949,Poland,2024-01-26,Mobile
3615,Wowhead,Super Shy,23591,Sri Lanka,2024-08-05,Tablet
3616,Five0AnthO,Hype Boy,36083,South Korea,2024-01-20,Tablet
3617,Purivier,Cookie,13235,Canada,2024-02-20,Tablet
3618,carlo7even,Super Shy,32968,Portugal,2024-11-16,Tablet
3619,darbian,ETA,19197,Portugal,2024-02-14,Desktop
3620,Kodomo,Cool With You,32254,USA,2024-09-07,Smart TV
3621,Sallanman_Cat,Cool With You,29368,South Africa,2024-02-18,Smart TV
3622,Spuleta,Ditto,19378,Finland,2024-07-21,Desktop
3623,Toniki,Cookie,11981,Malaysia,2024-01-16,Mobile
3624,widdz,Super Shy,35132,Qatar,2024-09-27,Desktop
3625,WolfDNC,Super Shy,35013,Brazil,2024-06-06,Desktop
3626,funkefal,ASAP,37487,China,2024-07-16,Smart TV
3627,TheFailSpawner,Super Shy,18133,India,2024-10-02,Desktop
3628,Josejuanjo,Super Shy,30961,New Zealand,2024-10-18,Desktop
3629,t1_cuzz,Cookie,34000,France,2024-08-04,Smart TV
3630,StephenGeorg,Hype Boy,13406,Netherlands,2024-11-07,Desktop
3631,del1ght,Super Shy,30769,Spain,2024-03-22,Desktop
3632,KazukiMazda,ETA,17994,Philippines,2024-10-26,Mobile
3633,Azzapp,Cookie,17759,Australia,2024-10-06,Desktop
3634,Allen,ASAP,18315,China,2024-02-05,Desktop
3635,jamjarboy,ETA,19491,France,2024-05-21,Mobile
3636,Luki,Hype Boy,37022,Australia,2024-12-20,Desktop
3637,DKane,Cookie,38742,Bangladesh,2024-03-09,Mobile
3638,leduck_lol,Cool With You,12959,Algeria,2024-10-10,Mobile
3639,TracyDoll,ASAP,15546,Indonesia,2024-12-07,Smart TV
3640,borja_zazo,Super Shy,28792,Ukraine,2024-05-11,Smart TV
3641,meowychan,Ditto,17370,Indonesia,2024-10-19,Smart TV
3642,heyimzed,OMG,19392,Netherlands,2024-08-24,Tablet
3643,BazzaGazza,Attention,27281,Algeria,2024-05-01,Desktop
3644,Macilus,Hype Boy,42219,Austria,2024-01-24,Tablet
3645,Lost_Pause,Cookie,20871,Austria,2024-01-01,Desktop
3646,OvileeMay,Cool With You,16859,UK,2024-10-04,Smart TV
3647,DahVys,Attention,34616,Mexico,2024-07-22,Tablet
3648,SanchoWest,Cool With You,39344,Netherlands,2024-09-10,Smart TV
3649,rsclubvalorant,Cool With You,33511,Morocco,2024-11-27,Smart TV
3650,Crendor,New Jeans,31410,Sweden,2024-06-07,Mobile
3651,Naro,OMG,48097,Venezuela,2024-10-04,Tablet
3652,IKyzen,ETA,23329,New Zealand,2024-08-27,Smart TV
3653,Backyardis,Super Shy,36726,Japan,2024-11-25,Desktop
3654,Likebutter,ETA,22332,Hungary,2024-03-21,Tablet
3655,Spekel,Attention,36430,Netherlands,2024-08-16,Tablet
3656,DailyEsports,Attention,28575,Canada,2024-02-22,Mobile
3657,KeitaroTime,Hype Boy,23982,Ukraine,2024-06-21,Smart TV
3658,maramamiau_,Cookie,41125,Portugal,2024-02-10,Mobile
3659,Hollywood,Ditto,12123,Morocco,2024-08-21,Desktop
3660,Vicc,OMG,24462,USA,2024-09-11,Mobile
3661,GGria,ETA,27767,Kazakhstan,2024-08-18,Smart TV
3662,Lepandaman,Cookie,21946,UK,2024-06-06,Desktop
3663,gangstazsalute88,Cookie,36371,UK,2024-05-17,Desktop
3664,Nylanaaa,Hype Boy,34902,Denmark,2024-05-21,Desktop
3665,ItsTryHard,ETA,19549,Finland,2024-02-05,Tablet
3666,followade,Super Shy,23474,Belgium,2024-05-14,Mobile
3667,SangeChannel,Hype Boy,35248,Indonesia,2024-05-28,Mobile
3668,Calamiti,ETA,39530,Italy,2024-07-13,Tablet
3669,Tio2k,New Jeans,29140,Turkey,2024-01-20,Tablet
3670,cyf_plays,Super Shy,18793,Spain,2024-06-05,Mobile
3671,NichtNilo,New Jeans,41012,Peru,2024-02-19,Mobile
3672,NicolePeachyST,ASAP,23741,Chile,2024-02-22,Mobile
3673,psalm,ASAP,12099,Colombia,2024-04-24,Mobile
3674,xaniya,Cool With You,18345,Colombia,2024-10-15,Mobile
3675,Skarm,Cookie,20486,China,2024-11-10,Desktop
3676,AbdulHD,Ditto,35644,Japan,2024-02-22,Tablet
3677,DreamHack,Ditto,24115,Saudi Arabia,2024-06-19,Smart TV
3678,abu_abeer16,ETA,19928,Kenya,2024-10-12,Tablet
3679,NVIDIA,Super Shy,16147,New Zealand,2024-06-09,Smart TV
3680,DraQu_,Super Shy,32490,Brazil,2024-03-20,Mobile
3681,ELTITOSINTHO,Super Shy,37145,Bangladesh,2024-05-27,Tablet
3682,Barba_21,Cookie,12382,Sri Lanka,2024-01-02,Tablet
3683,Cuppcaake,ASAP,20094,Egypt,2024-04-09,Tablet
3684,fairygirl,Ditto,36315,Portugal,2024-12-10,Desktop
3685,metaphorsx,ETA,13968,UK,2024-11-11,Tablet
3686,volcanicdogg,New Jeans,27443,Mexico,2024-05-25,Smart TV
3687,u_and_i,Ditto,20098,Hungary,2024-05-01,Desktop
3688,Ace_the_Supervillain,Attention,24643,Finland,2024-09-09,Smart TV
3689,DUXORETHEY,New Jeans,38616,Spain,2024-10-02,Tablet
3690,Zulp,OMG,35626,Portugal,2024-11-05,Mobile
3691,Fryderykg,OMG,22472,Italy,2024-10-14,Desktop
3692,minecraft116789,Hype Boy,32316,Finland,2024-04-10,Desktop
:693,Godhyr,New Jeans,38733,Uzbekistan,2024-04-23,Smart TV
3694,Oldschool,Cool With You,15494,Argentina,2024-02-07,Smart TV
3695,brutal_sandro,Super Shy,10742,South Africa,2024-07-25,Desktop
3696,Kadir,Cool With You,13595,Belgium,2024-09-13,Mobile
3697,LMG,Super Shy,13639,Malaysia,2024-04-17,Desktop
3698,Pineaqples,Super Shy,35125,South Korea,2024-08-26,Desktop
3699,Zazuno,New Jeans,10921,Turkey,2024-11-21,Smart TV
3700,iLFantasmaDelleNevi,Ditto,39951,Thailand,2024-03-01,Smart TV
3701,zbb__,ASAP,26110,Philippines,2024-05-16,Desktop
3702,Craft12354,Super Shy,20004,Malaysia,2024-11-20,Smart TV
3703,mvcias_,ASAP,20453,South Korea,2024-06-22,Mobile
3704,Uber_Nerd,Ditto,26034,Thailand,2024-08-25,Desktop
3705,Xwater,OMG,30362,Switzerland,2024-12-12,Tablet
3706,theheelg_,Cookie,30170,Kuwait,2024-07-16,Smart TV
3707,17baby17lol,ASAP,39800,Ukraine,2024-06-11,Tablet
3708,Trenacetate,Hype Boy,30830,Austria,2024-10-08,Smart TV
3709,lvpperu,Super Shy,17169,Brazil,2024-01-19,Smart TV
3710,JimDavisMTG,Cool With You,18498,Kazakhstan,2024-06-19,Smart TV
3711,ChaosMachineGR,Cool With You,34676,Thailand,2024-05-23,Smart TV
3712,BDO_AzureTW,Super Shy,40021,Egypt,2024-06-18,Smart TV
3713,Roffle,Cookie,39285,Sri Lanka,2024-01-14,Mobile
3714,PLAYzoneCZ,Super Shy,11523,Philippines,2024-05-26,Tablet
3715,Jessie,ETA,21990,Mexico,2024-09-14,Desktop
3716,Elposhas_,ETA,42343,France,2024-06-15,Smart TV
3717,RaiCanning,Super Shy,28343,Norway,2024-11-28,Tablet
3718,Banlish,Cool With You,40783,Romania,2024-07-25,Tablet
3719,AlanAvi_,OMG,17196,Nepal,2024-11-04,Tablet
3720,JeffGrossPoker,Attention,13076,Vietnam,2024-10-19,Mobile
3721,AzulGG,ETA,26099,Belgium,2024-09-26,Desktop
3722,Fire_Kitchen,Cookie,12600,Sri Lanka,2024-06-28,Smart TV
3723,PVPLAB,Super Shy,21250,Thailand,2024-12-11,Mobile
3724,perochan11,Cookie,19628,Nepal,2024-03-27,Mobile
3725,Hckerjack,Cool With You,17240,Kazakhstan,2024-02-03,Desktop
3726,TaKtSu,Cookie,27927,Malaysia,2024-11-06,Smart TV
3727,Daopa,New Jeans,37129,Philippines,2024-11-26,Desktop
3728,bronny,Super Shy,38617,Chile,2024-05-04,Desktop
3729,ybnquan,ASAP,25936,Nigeria,2024-08-22,Mobile
3730,Ajvie,Attention,26486,Ukraine,2024-07-15,Desktop
3731,GrimmyBear,Ditto,40319,Denmark,2024-01-28,Desktop
3732,lm22565241,Ditto,21383,Indonesia,2024-05-22,Tablet
3733,junkman2525,ETA,19560,Switzerland,2024-12-07,Mobile
3734,Dletr,Cool With You,13721,Thailand,2024-03-28,Tablet
3735,Lukwer,Hype Boy,31264,Norway,2024-01-04,Tablet
3736,Lineage2Russia,ASAP,14033,Chile,2024-03-11,Tablet
3737,carpe,Ditto,40296,South Africa,2024-01-05,Smart TV
3738,fLoE,New Jeans,38787,Vietnam,2024-02-02,Mobile
3739,Global_Citizen,Cookie,16358,UAE,2024-01-18,Smart TV
3740,Mammoth,Hype Boy,18062,China,2024-11-03,Desktop
3741,fabio_denuzzo,ASAP,19003,New Zealand,2024-12-20,Mobile
3742,eyes1015,OMG,34654,Kuwait,2024-03-17,Mobile
3743,sema_,ASAP,29813,Poland,2024-05-06,Desktop
3744,botime,New Jeans,32538,Chile,2024-02-14,Tablet
3745,cygan___,OMG,11684,Nepal,2024-03-22,Mobile
3746,Jayce,ASAP,30657,Malaysia,2024-05-13,Desktop
3747,TexasWildLife,ASAP,38534,Finland,2024-02-25,Tablet
3748,pannshi,ASAP,28678,Thailand,2024-03-23,Smart TV
3749,RuneScape,Ditto,20631,South Korea,2024-03-03,Mobile
3750,jaymewes,ETA,32768,Bangladesh,2024-01-20,Smart TV
3751,SaltyPhish,OMG,30044,Sweden,2024-11-03,Mobile
3752,Onejorge,ETA,38022,France,2024-08-04,Mobile
3753,washingtonpost,Cookie,37124,Malaysia,2024-07-18,Smart TV
3754,MissGigglesss,Ditto,22431,Indonesia,2024-12-01,Desktop
3755,mtgjp,ETA,24836,Belgium,2024-05-14,Mobile
3756,weplayesport_en2,Ditto,34493,Philippines,2024-08-25,Desktop
3757,slezzy,Attention,16575,Indonesia,2024-09-26,Smart TV
3758,AL3X,Ditto,36891,Sri Lanka,2024-02-10,Tablet
3759,DayoScript,New Jeans,25750,Sri Lanka,2024-05-05,Tablet
3760,eLaLiga,Cookie,10391,Algeria,2024-09-10,Smart TV
3761,Niniskya,ASAP,11475,Switzerland,2024-08-01,Desktop
3762,TeliaEsportsFI,Cookie,32247,Denmark,2024-08-28,Smart TV
3763,Nyu,Super Shy,33783,Netherlands,2024-10-20,Desktop
3764,SpecsNStats,Super Shy,23103,Nepal,2024-07-28,Tablet
3765,bautiagnone,ASAP,22792,Switzerland,2024-12-24,Mobile
3766,Sora,ETA,26912,Chile,2024-07-21,Desktop
3767,MATUMBAMAN,OMG,15490,Norway,2024-02-13,Smart TV
3768,tinowns,Ditto,22918,Saudi Arabia,2024-03-07,Mobile
3769,Yungstaz,New Jeans,15139,Austria,2024-10-04,Smart TV
3770,Patiizz,Hype Boy,18774,Kenya,2024-08-28,Desktop
3771,Donyyy,Ditto,33113,Norway,2024-12-13,Mobile
3772,Neverlost,Super Shy,40428,Qatar,2024-02-25,Smart TV
3773,ThisIsPatrik,ASAP,29400,Uzbekistan,2024-04-21,Smart TV
3774,GULSAHKY,OMG,11356,Poland,2024-10-16,Tablet
3775,Fixx,Ditto,30344,Mexico,2024-06-27,Mobile
3776,krolay,Super Shy,40805,France,2024-01-04,Smart TV
3777,RivalEsports,ETA,26087,Colombia,2024-12-12,Mobile
3778,Stumptrs,New Jeans,36661,Norway,2024-11-11,Mobile
3779,Maplewood_,Super Shy,22994,Portugal,2024-02-21,Mobile
3780,pfzin,Ditto,15957,Austria,2024-07-11,Desktop
3781,Bkop,Attention,40452,Venezuela,2024-06-23,Mobile
3782,LeyLey,ASAP,20951,Japan,2024-11-26,Mobile
3783,shaggyveneno,ASAP,27475,Japan,2024-03-19,Tablet
3784,Trizze,OMG,33874,Argentina,2024-11-19,Smart TV
3785,lurzy0y0,ASAP,26950,Portugal,2024-12-13,Smart TV
3786,WarZonePlayers,Ditto,30802,Hungary,2024-02-01,Desktop
3787,BatulinS,ETA,18802,Australia,2024-11-11,Smart TV
3788,Sean_VR,ASAP,41681,Egypt,2024-07-18,Tablet
3789,kntent,Super Shy,28454,Sri Lanka,2024-03-13,Mobile
3790,NiceNicca,Hype Boy,21463,Morocco,2024-11-23,Mobile
3791,Galadriex,New Jeans,35549,Japan,2024-11-17,Mobile
3792,InnTale,Super Shy,19155,Czech Republic,2024-01-10,Smart TV
3793,Bichard,New Jeans,25286,Pakistan,2024-01-18,Mobile
3794,benice92,ASAP,18982,Indonesia,2024-03-02,Mobile
3795,WTFBloo,Cookie,17312,New Zealand,2024-10-01,Smart TV
3796,ShoutFactory,ASAP,24935,South Africa,2024-04-06,Mobile
3797,mynm_777,Cool With You,35900,Canada,2024-06-24,Smart TV
3798,Broughy1322,Hype Boy,38221,Thailand,2024-09-15,Desktop
3799,nifroth,Attention,29804,UK,2024-05-19,Mobile
3800,Al4nFN,Super Shy,29447,Uzbekistan,2024-04-19,Mobile
3801,FhaeLin,ETA,27380,Brazil,2024-08-15,Desktop
3802,Neludia,Hype Boy,35000,Denmark,2024-03-21,Mobile
3803,QUERETAROCK,Cookie,30245,Kuwait,2024-06-17,Smart TV
3804,b4nny,New Jeans,15772,South Korea,2024-01-06,Tablet
3805,ZOOMTAIR,Ditto,32336,Norway,2024-08-25,Tablet
3806,Matygon,ASAP,20895,Peru,2024-05-13,Desktop
3807,Witchyy,ASAP,15954,Spain,2024-08-21,Tablet
3808,Sunda,OMG,20734,Malaysia,2024-07-11,Desktop
3809,drakeoffc,Ditto,18651,Italy,2024-01-26,Mobile
3810,dinossindgeil,Ditto,41420,Qatar,2024-06-06,Tablet
3811,BlackGirlrs,Attention,33712,Brazil,2024-02-28,Desktop
3812,Lil_Lexi,Hype Boy,29361,Sri Lanka,2024-09-22,Desktop
3813,OnlyHitUS,ETA,18629,Ukraine,2024-01-21,Mobile
3814,leplol2,Super Shy,15309,Poland,2024-03-04,Smart TV
3815,OP_Poker,Cookie,16986,Poland,2024-01-28,Smart TV
3816,paxahau,New Jeans,40864,Colombia,2024-03-18,Mobile
3817,BrOwnii3z,ETA,40870,Poland,2024-05-13,Mobile
3818,MordredViking,Hype Boy,21287,UK,2024-06-19,Desktop
3819,Smekalka,Hype Boy,14324,Portugal,2024-04-13,Tablet
3820,PutuDonald,New Jeans,40120,Peru,2024-05-16,Smart TV
3821,Ferbr,ASAP,18109,USA,2024-11-16,Tablet
3822,TheKarma,New Jeans,31089,Sri Lanka,2024-09-06,Smart TV
3823,Clutchmeister,Ditto,35961,Australia,2024-11-20,Tablet
3824,viva_con_agua,Super Shy,30613,Italy,2024-01-12,Desktop
3825,mickanplays,Super Shy,31670,Finland,2024-04-08,Mobile
3826,Anklespankin,OMG,35525,Switzerland,2024-04-07,Desktop
3827,Matififa_90,Ditto,22337,South Korea,2024-10-13,Tablet
3828,Henry,Cookie,33302,Kuwait,2024-02-15,Smart TV
3829,StarLadder__ru,Ditto,12366,Sri Lanka,2024-02-08,Mobile
3830,Dcarter,Hype Boy,34484,Ukraine,2024-11-05,Desktop
3831,Gastronogeek,ETA,38794,France,2024-02-25,Smart TV
3832,Xrayjke,ASAP,16862,Finland,2024-09-08,Mobile
3833,Sugarcube,Hype Boy,20097,Sri Lanka,2024-08-16,Smart TV
3834,Dan3041,OMG,40187,Malaysia,2024-08-28,Mobile
3835,ImBa__,ETA,29119,Austria,2024-03-16,Smart TV
3836,Rusekk_,Cookie,16341,Russia,2024-08-28,Smart TV
3837,turbo_saab,OMG,17141,Colombia,2024-10-06,Mobile
3838,OverwatchContenders,ETA,35611,Turkey,2024-06-18,Smart TV
3839,Vince,Cool With You,35562,Thailand,2024-08-28,Mobile
3840,iRacing,Super Shy,41732,Belgium,2024-06-05,Tablet
3841,mooniverse,ETA,13539,Spain,2024-10-11,Smart TV
3842,danymurraytrader,ASAP,27118,Vietnam,2024-05-20,Tablet
3843,michou_,New Jeans,21333,Hungary,2024-04-21,Smart TV
3844,L0k0h,Attention,38036,Peru,2024-11-05,Mobile
3845,kkwetFN,Super Shy,26835,Algeria,2024-07-12,Desktop
3846,BjornBee,New Jeans,17706,Switzerland,2024-05-08,Desktop
3847,TMSean,OMG,29819,New Zealand,2024-01-09,Desktop
3848,AmyeC3,Ditto,41685,Finland,2024-08-19,Tablet
3849,gurlzgeneration,Ditto,40564,Finland,2024-09-23,Smart TV
3850,MariMind,ASAP,31115,Chile,2024-07-01,Desktop
3851,CeeCee_Lia,New Jeans,30953,Israel,2024-03-19,Mobile
3852,Wraxu,OMG,35111,Switzerland,2024-09-11,Smart TV
3853,Cliffy,Attention,12517,UK,2024-08-28,Mobile
3854,STYLERZ,Ditto,38129,Chile,2024-11-10,Desktop
3855,magicshopp2,ETA,12099,Nigeria,2024-01-08,Tablet
3856,Madien,ETA,21356,Chile,2024-12-24,Desktop
3857,LigaPro2,ASAP,34990,Kuwait,2024-05-24,Mobile
3858,TheDanteV,Super Shy,36032,Malaysia,2024-11-22,Tablet
3859,HolyFistHD,ETA,13984,Japan,2024-03-14,Desktop
3860,embfaitdu,OMG,18462,Netherlands,2024-03-03,Smart TV
3861,Foxtrot92th,Ditto,10552,France,2024-04-01,Desktop
3862,Braction6,OMG,42651,France,2024-09-21,Desktop
3863,Obafemimoebus,Super Shy,27506,Australia,2024-10-23,Smart TV
3864,weloveicecream,OMG,33379,Hungary,2024-06-08,Desktop
3865,TheLionerYT,ETA,15409,Peru,2024-05-16,Mobile
3866,llamatodd,ETA,23570,Uzbekistan,2024-02-08,Mobile
3867,SinowBeats,OMG,24932,Brazil,2024-05-12,Mobile
3868,G2Esports,Super Shy,24114,South Korea,2024-04-18,Tablet
3869,Lawler,Ditto,20687,UK,2024-10-03,Smart TV
3870,rootther,Ditto,14906,Belgium,2024-08-03,Tablet
3871,zackey,Ditto,36304,Kuwait,2024-08-21,Desktop
3872,w33haa,Ditto,24304,Germany,2024-02-24,Mobile
3873,culturawr,OMG,25126,Austria,2024-12-05,Tablet
3874,lucasalvadori,OMG,41396,Indonesia,2024-07-04,Smart TV
3875,Harrie,Cool With You,34524,Morocco,2024-11-14,Desktop
3876,Aplfisher,Super Shy,29476,Brazil,2024-04-01,Mobile
3877,Machete_Vilches,Cool With You,13133,Turkey,2024-09-21,Tablet
3878,JoaDn_105,New Jeans,30814,Hungary,2024-03-15,Smart TV
3879,TheGeekEntry,Super Shy,28307,Nigeria,2024-01-07,Smart TV
3880,Daannyy,New Jeans,33001,Denmark,2024-12-14,Desktop
3881,shelao,Attention,26148,Czech Republic,2024-06-01,Smart TV
3882,Suspect,Attention,11455,China,2024-12-07,Tablet
3883,LoGiiYT,ASAP,40570,Ukraine,2024-06-23,Smart TV
3884,AntonChaze1993,New Jeans,12366,Argentina,2024-12-28,Desktop
3885,superliga,Super Shy,21290,Australia,2024-09-14,Tablet
3886,SEBM1337,ASAP,21486,Qatar,2024-01-05,Desktop
3887,JSing,Super Shy,34598,Argentina,2024-11-28,Desktop
3888,AlterTimeSK,Attention,12391,Sri Lanka,2024-06-15,Desktop
3889,BilouKB9,Attention,22171,Germany,2024-11-04,Smart TV
3890,JogaIZI,Cookie,19251,Czech Republic,2024-07-14,Smart TV
3891,exhiie,Hype Boy,28979,Kuwait,2024-01-16,Desktop
3892,Covent,OMG,41584,Romania,2024-04-14,Desktop
3893,courtesyas,Super Shy,19771,Indonesia,2024-02-28,Tablet
3894,Maddynf,Cool With You,17374,Colombia,2024-06-01,Mobile
3895,AmenityRS,Attention,25226,Poland,2024-01-26,Desktop
3896,Shotzzy,Attention,10026,Portugal,2024-09-04,Mobile
3897,MassNarX,Hype Boy,33061,Poland,2024-10-13,Smart TV
3898,Threedogg,ETA,30257,Egypt,2024-01-05,Smart TV
3899,Wirtual,ASAP,41845,Indonesia,2024-02-24,Desktop
3900,Jtunes,Super Shy,29241,Thailand,2024-10-14,Smart TV
3901,Missulannie,Super Shy,37206,Pakistan,2024-12-18,Tablet
3902,Nintendo,Cookie,39204,Portugal,2024-01-02,Smart TV
3903,satisfyingmusic,ASAP,30310,UK,2024-02-09,Mobile
3904,DaxTheAnimal,Cool With You,35750,Netherlands,2024-01-19,Desktop
3905,r0xieee,Ditto,20211,Turkey,2024-08-11,Smart TV
3906,Hithxck,Ditto,28854,Norway,2024-05-03,Tablet
3907,Lake,Cookie,10493,Germany,2024-09-22,Tablet
3908,LeyaGornaya,Hype Boy,35546,South Korea,2024-03-28,Mobile
3909,bang,Super Shy,15777,Colombia,2024-05-12,Mobile
3910,FerreRlzYT,Hype Boy,18456,Indonesia,2024-12-01,Mobile
3911,iLLeYY,Cool With You,41365,Kazakhstan,2024-07-11,Mobile
3912,TheStrangeRebel,Ditto,32258,South Africa,2024-06-05,Desktop
3913,s1rpent,Ditto,21892,Philippines,2024-10-22,Mobile
3914,AfterOfficeT,Cookie,10922,Ukraine,2024-08-25,Smart TV
3915,Diabeuu6,Hype Boy,38471,Chile,2024-06-16,Desktop
3916,Marzzzzy,Super Shy,23032,Philippines,2024-01-26,Tablet
3917,longlongago,Ditto,42234,Germany,2024-04-26,Smart TV
3918,kevin_vito_1,ETA,20886,Kuwait,2024-08-13,Tablet
3919,Serious_Hitman,Super Shy,30207,Finland,2024-05-27,Desktop
3920,shtyr,Ditto,37397,Israel,2024-07-02,Smart TV
3921,Nutsr,ASAP,28723,Thailand,2024-04-22,Desktop
3922,BALOTELLI777,Attention,22435,Algeria,2024-06-21,Mobile
3923,RubyTrue,Attention,17049,Mexico,2024-07-25,Desktop
3924,Veylaney,ETA,14975,Ukraine,2024-04-01,Desktop
3925,CartmenS,Cookie,38351,Australia,2024-01-26,Mobile
3926,NekrPain,Super Shy,17342,Uzbekistan,2024-04-17,Tablet
3927,GivingLifeTop,ASAP,32866,Hungary,2024-10-27,Mobile
3928,Crane333,Super Shy,24263,Australia,2024-02-01,Smart TV
3929,Skaav,Super Shy,35910,India,2024-02-01,Tablet
3930,ZhephZaeora,Cool With You,25770,Japan,2024-09-04,Smart TV
3931,KAOsvmd,ETA,38036,Bangladesh,2024-09-06,Tablet
3932,Konnabonus,New Jeans,12558,Australia,2024-11-04,Smart TV
3933,sparapaw,ASAP,13826,Netherlands,2024-10-08,Desktop
3934,BRACUBI,Attention,17406,Poland,2024-09-21,Mobile
3935,SolaryEvent,Super Shy,23566,Bangladesh,2024-03-09,Desktop
3936,Fugglet,Super Shy,34871,Mexico,2024-02-18,Smart TV
3937,Koka,Hype Boy,22532,Philippines,2024-08-27,Desktop
3938,angelicuh,ETA,33952,Germany,2024-01-06,Tablet
3939,OfficialEvelynClaire,Cool With You,32343,Canada,2024-06-03,Tablet
3940,gary,Cool With You,10646,UK,2024-02-02,Desktop
3941,Pojken,OMG,19073,Venezuela,2024-04-17,Mobile
3942,SirActionSlacks,New Jeans,10363,Greece,2024-04-21,Smart TV
3943,Gringo,Attention,23963,Indonesia,2024-02-25,Tablet
3944,EvoSays,Attention,27549,Czech Republic,2024-11-12,Smart TV
3945,MrScheff,ETA,40923,Australia,2024-02-20,Smart TV
3946,Harmaakorva,OMG,32665,Bangladesh,2024-07-01,Desktop
3947,1437,ASAP,40640,Denmark,2024-08-10,Desktop
3948,nesua,Ditto,21585,Kenya,2024-06-27,Smart TV
3949,Sone_mg,Super Shy,31432,Belgium,2024-12-11,Mobile
3950,BriceZone,Ditto,32794,USA,2024-07-09,Mobile
3951,LotusAsakura,ETA,34801,Qatar,2024-09-11,Desktop
3952,ZulZorander,Ditto,13053,Chile,2024-01-18,Mobile
3953,Lkzbr,New Jeans,37211,Egypt,2024-03-10,Desktop
3954,PIOSz,Hype Boy,21217,Argentina,2024-05-02,Tablet
3955,CryptoBotTrading,New Jeans,40006,Japan,2024-02-26,Smart TV
3956,SushiBAE,Cookie,14086,Portugal,2024-12-28,Mobile
3957,Scope,Cookie,33633,Egypt,2024-08-10,Desktop
3958,Pauleta_Youtubeur,Cool With You,31733,Morocco,2024-02-07,Smart TV
3959,VintageRoom,Super Shy,34687,China,2024-03-02,Desktop
3960,LuchiQuinteros,Hype Boy,34302,Finland,2024-11-14,Smart TV
3961,totoro,Super Shy,31233,Sweden,2024-01-14,Desktop
3962,AmirEyZed,Cookie,29282,UAE,2024-10-28,Tablet
3963,Sprytnyx,ASAP,36349,Morocco,2024-04-11,Smart TV
3964,LautA,Hype Boy,22047,Morocco,2024-07-05,Desktop
3965,waterlynn,Cool With You,37306,Denmark,2024-05-12,Desktop
3966,tweekssb,Super Shy,26711,UAE,2024-07-17,Desktop
3967,LunaSpia,Cookie,42535,Chile,2024-05-22,Smart TV
3968,Mineds,Super Shy,15753,Egypt,2024-11-14,Mobile
3969,Noste,Super Shy,36317,Indonesia,2024-09-23,Mobile
3970,Bourrinator,Attention,13610,Nigeria,2024-10-09,Smart TV
3971,TheOneAndOnlyDragon,Hype Boy,38104,Poland,2024-10-07,Smart TV
3972,mrslotyahuntelrgy,Hype Boy,12352,Norway,2024-07-20,Smart TV
3973,nani,Ditto,23213,Kenya,2024-02-04,Smart TV
3974,ShoboSuke,Cookie,13748,Brazil,2024-06-13,Mobile
3975,BonsaiBroz,Ditto,26808,Vietnam,2024-03-27,Mobile
3976,MisterJDay,OMG,29808,Algeria,2024-03-09,Smart TV
3977,k4t4n4,Attention,27856,Belgium,2024-04-24,Mobile
3978,Itexo,ETA,28565,Uzbekistan,2024-04-27,Smart TV
3979,MrXavito,Cool With You,12958,Hungary,2024-06-13,Tablet
3980,Ms5000Watts,Cool With You,12476,Egypt,2024-01-04,Tablet
